X,Media_Movel
43.95,18.172984039584076
43.947,18.17358584115796
43.944,18.174184283665706
43.941,18.17477927116195
43.938,18.175370710277445
43.935,18.175958510313535
43.932,18.176542583333696
43.929,18.177122844252146
43.926,18.177699210919478
43.923,18.17827160420518
43.92,18.178839948077023
43.917,18.179404169677234
43.914,18.179964199395407
43.911,18.180519970938096
43.908,18.181071421395
43.905,18.181618491301744
43.902,18.182161124699178
43.899,18.182699269189154
43.896,18.18323287598674
43.893,18.183761899968847
43.89,18.1842862997192
43.887,18.18480603756968
43.884,18.18532107963795
43.881,18.185831395861385
43.878,18.186336960027262
43.875,18.18683774979922
43.872,18.18733374673992
43.869,18.187824936329967
43.866,18.188311307983046
43.863,18.188792855057294
43.86,18.189269574862823
43.857,18.189741468665588
43.854,18.190208541687362
43.851,18.190670803102044
43.848,18.19112826602817
43.845,18.191580947517743
43.842,18.192028868541303
43.839,18.192472053969386
43.836,18.192910532550258
43.833,18.19334433688409
43.83,18.193773503393498
43.827,18.19419807229056
43.824,18.194618087540317
43.821,18.195033596820792
43.818,18.195444651479605
43.815,18.195851306487207
43.812,18.196253620386784
43.809,18.196651655240927
43.806,18.197045476575045
43.803,18.1974351533177
43.8,18.19782075773776
43.797,18.198202365378638
43.794,18.198580054989506
43.791,18.198953908453667
43.788,18.1993240107141
43.785,18.19969044969629
43.782,18.20005331622839
43.779,18.20041270395881
43.776,18.200768709271347
43.773,18.20112143119784
43.77,18.201470971328582
43.767,18.20181743372044
43.763,18.202160924802836
43.76,18.202501553281735
43.758,18.20283943004157
43.754,18.203174668045403
43.752,18.203507382233237
43.749,18.203837689418716
43.746,18.204165708184192
43.743,18.20449155877437
43.74,18.204815362988555
43.737,18.2051372440716
43.733,18.205457326603735
43.731,18.205775736389295
43.727,18.20609260034448
43.725,18.206408046384283
43.721,18.206722203308626
43.718,18.20703520068789
43.716,18.207347168747873
43.713,18.207658238254293
43.71,18.20796854039702
43.706,18.20827820667401
43.704,18.208587368775188
43.701,18.208896158466242
43.698,18.209204707472594
43.695,18.20951314736347
43.692,18.209821609436375
43.689,18.210130224601883
43.686,18.210439123268984
43.683,18.21074843523104
43.679,18.211058289552426
43.676,18.21136881445602
43.673,18.211680137211577
43.67,18.211992384025137
43.668,18.21230567992954
43.664,18.21262014867612
43.661,18.21293591262774
43.658,18.213253092653208
43.655,18.213571808023175
43.652,18.21389217630761
43.649,18.21421431327494
43.647,18.214538332792976
43.643,18.214864346731627
43.64,18.21519246486757
43.637,18.215522794790935
43.634,18.215855441814035
43.631,18.2161905088823
43.628,18.21652809648741
43.625,18.216868302582768
43.622,18.217211222501348
43.619,18.21755694887597
43.616,18.217905571562117
43.613,18.218257177563338
43.61,18.218611850959242
43.607,18.21896967283625
43.604,18.21933072122107
43.601,18.21969507101698
43.598,18.22006279394299
43.595,18.220433958475894
43.592,18.22080862979528
43.589,18.221186869731525
43.586,18.22156873671687
43.583,18.221954285739482
43.58,18.22234356830072
43.577,18.22273663237546
43.574,18.223133522375655
43.571,18.223534279116986
43.568,18.223938939788862
43.565,18.224347537927525
43.562,18.224760103392487
43.559,18.225176662346197
43.556,18.225597237236975
43.553,18.226021846785272
43.55,18.226450505973144
43.547,18.22688322603708
43.544,18.227320014464087
43.541,18.227760874991045
43.538,18.228205807607367
43.535,18.228654808560904
43.532,18.22910787036711
43.529,18.229564981821433
43.526,18.23002612801493
43.523,18.230491290353093
43.52,18.230960446577804
43.517,18.231433570792483
43.514,18.231910633490326
43.511,18.232391601585608
43.508,18.232876438448066
43.505,18.233365103940276
43.502,18.233857554457977
43.499,18.23435374297336
43.496,18.23485361908119
43.492,18.2353571290478
43.49,18.235864215862815
43.487,18.236374819293683
43.484,18.23688887594277
43.481,18.237406319307166
43.478,18.23792707984098
43.475,18.238451085020156
43.471,18.23897825940973
43.468,18.239508524733402
43.465,18.24004179994545
43.462,18.240578001304836
43.459,18.2411170424515
43.456,18.241658834484685
43.453,18.242203286043303
43.45,18.24275030338822
43.447,18.243299790486375
43.444,18.2438516490967
43.441,18.244405778857693
43.438,18.24496207737661
43.435,18.2455204403202
43.432,18.24608076150684
43.429,18.246642933000054
43.426,18.24720684520328
43.423,18.24777238695582
43.42,18.248339445629867
43.417,18.248907907228556
43.414,18.249477656484906
43.411,18.25004857696157
43.408,18.250620551151354
43.405,18.251193460578307
43.402,18.25176718589943
43.399,18.25234160700679
43.396,18.25291660312999
43.393,18.253492052938938
43.39,18.254067834646765
43.387,18.25464382611285
43.384,18.25521990494581
43.381,18.25579594860641
43.378,18.25637183451027
43.375,18.25694744013028
43.372,18.257522643098696
43.369,18.258097321308682
43.366,18.258671353015377
43.363,18.25924461693628
43.36,18.25981699235092
43.357,18.260388359199723
43.354,18.260958598181936
43.351,18.26152759085261
43.347,18.26209521971849
43.345,18.262661368332758
43.341,18.263225921388532
43.338,18.263788764811075
43.335,18.26434978584858
43.332,18.26490887316151
43.329,18.26546591691038
43.326,18.266020808841944
43.323,18.266573442373648
43.32,18.26712371267636
43.317,18.267671516755243
43.314,18.268216753528776
43.311,18.268759323905734
43.308,18.26929913086024
43.305,18.26983607950464
43.302,18.270370077160297
43.299,18.270901033426163
43.296,18.271428860245077
43.293,18.271953471967784
43.29,18.272474785414566
43.287,18.272992719934503
43.284,18.273507197462237
43.281,18.274018142572267
43.278,18.274525482530716
43.275,18.275029147344494
43.272,18.27552906980786
43.269,18.276025185546363
43.266,18.27651743305807
43.263,18.277005753752118
43.26,18.27749009198451
43.257,18.277970395091184
43.254,18.278446613418286
43.251,18.278918700349664
43.248,18.279386612331532
43.245,18.279850308894346
43.241,18.280309752671815
43.238,18.280764909417094
43.235,18.2812157480161
43.232,18.281662240498015
43.229,18.282104362042947
43.226,18.282542090986688
43.223,18.28297540882268
43.22,18.28340430020114
43.217,18.283828752925366
43.214,18.2842487579452
43.211,18.284664309347736
43.208,18.28507540434524
43.205,18.285482043260295
43.202,18.285884229508234
43.199,18.286281969576862
43.196,18.286675273003482
43.193,18.287064152349288
43.19,18.287448623171123
43.187,18.287828703990677
43.184,18.288204416261102
43.181,18.288575784331172
43.178,18.288942835406907
43.175,18.289305599510858
43.172,18.28966410943892
43.169,18.29001840071492
43.166,18.290368511542827
43.163,18.290714482756805
43.16,18.291056357769058
43.157,18.291394182515567
43.154,18.291728005399747
43.151,18.292057877234132
43.148,18.292383851180112
43.145,18.292705982685753
43.142,18.29302432942184
43.139,18.29333895121617
43.136,18.29364990998613
43.133,18.293957269669683
43.13,18.294261096154802
43.126,18.29456145720745
43.123,18.294858422398082
43.12,18.29515206302692
43.117,18.295442452047894
43.114,18.29572966399142
43.111,18.2960137748861
43.109,18.296294862179334
43.105,18.296573004657056
43.102,18.296848282362507
43.099,18.2971207765143
43.096,18.297390569423698
43.093,18.29765774441129
43.09,18.297922385723112
43.087,18.298184578446268
43.084,18.298444408424174
43.081,18.298701962171492
43.078,18.298957326788784
43.075,18.29921058987708
43.072,18.299461839452313
43.069,18.299711163859783
43.066,18.299958651688733
43.063,18.300204391687032
43.06,18.30044847267616
43.057,18.300690983466506
43.054,18.300932012773032
43.051,18.30117164913147
43.048,18.301409980815066
43.045,18.30164709575192
43.042,18.30188308144312
43.039,18.302118024881548
43.036,18.302352012471673
43.033,18.302585129950177
43.03,18.30281746230765
43.026,18.303049093711333
43.023,18.303280107429018
43.02,18.303510585754147
43.018,18.303740609932234
43.014,18.303970260088583
43.011,18.304199615157465
43.008,18.30442875281272
43.005,18.304657749399965
43.002,18.30488667987033
42.999,18.305115617715884
42.996,18.305344634906778
42.993,18.305573801830114
42.99,18.305803187230698
42.987,18.30603285815358
42.984,18.306262879888592
42.981,18.306493315916804
42.978,18.30672422785899
42.975,18.306955675426195
42.972,18.307187716372304
42.969,18.30742040644888
42.966,18.307653799362026
42.963,18.307887946731576
42.96,18.308122898052453
42.957,18.30835870065831
42.954,18.308595399687494
42.951,18.308833038051304
42.948,18.30907165640461
42.945,18.309311293118835
42.942,18.309551984257347
42.939,18.309793763553213
42.936,18.31003666238942
42.933,18.31028070978151
42.93,18.310525932362616
42.927,18.310772354371036
42.924,18.311019997640187
42.921,18.311268881591047
42.918,18.311519023227053
42.915,18.311770437131443
42.911,18.312023135467086
42.908,18.312277127978714
42.905,18.31253242199763
42.902,18.31278902244883
42.899,18.3130469318605
42.896,18.313306150376015
42.893,18.31356667576818
42.89,18.313828503455973
42.887,18.314091626523492
42.884,18.314356035741348
42.881,18.314621719590228
42.878,18.31488866428681
42.875,18.315156853811846
42.872,18.315426269940467
42.869,18.315696892274666
42.866,18.315968698277846
42.863,18.31624166331155
42.86,18.316515760674136
42.857,18.31679096164151
42.854,18.317067235509825
42.851,18.317344549640065
42.848,18.317622869504504
42.845,18.31790215873499
42.842,18.318182379172985
42.839,18.318463490921296
42.836,18.31874545239751
42.833,18.319028220389022
42.83,18.319311750109534
42.827,18.319595995257156
42.824,18.31988090807385
42.821,18.320166439406254
42.818,18.320452538767842
42.815,18.32073915440231
42.812,18.321026233348075
42.809,18.321313721503998
42.806,18.321601563696063
42.803,18.321889703745047
42.8,18.322178084535132
42.796,18.322466648083306
42.793,18.322755335609596
42.79,18.32304408760791
42.787,18.323332843917612
42.784,18.323621543795575
42.781,18.323910125988736
42.778,18.324198528807102
42.775,18.324486690197034
42.772,18.324774547814865
42.769,18.32506203910065
42.766,18.32534910135209
42.763,18.325635671798462
42.76,18.325921687674573
42.757,18.326207086294566
42.754,18.326491805125606
42.751,18.32677578186128
42.748,18.32705895449472
42.745,18.32734126139132
42.742,18.327622641361017
42.739,18.327903033730006
42.736,18.328182378411928
42.733,18.328460615978315
42.73,18.328737687728342
42.727,18.329013535757806
42.724,18.32928810302714
42.721,18.32956133342862
42.718,18.329833171852478
42.715,18.33010356425195
42.712,18.33037245770727
42.709,18.330639800488427
42.706,18.330905542116643
42.703,18.331169633424594
42.7,18.33143202661526
42.697,18.331692675319296
42.694,18.331951534650997
42.691,18.33220856126269
42.688,18.332463713397523
42.685,18.332716950940654
42.682,18.33296823546874
42.679,18.333217530297695
42.676,18.333464800528656
42.672,18.33371001309213
42.67,18.333953136790296
42.667,18.334194142337367
42.664,18.334433002398036
42.661,18.33466969162392
42.658,18.334904186687982
42.655,18.33513646631694
42.652,18.335366511321546
42.649,18.335594304624777
42.646,18.33581983128791
42.642,18.33604307853438
42.64,18.336264035771514
42.637,18.33648269461001
42.633,18.33669904888122
42.63,18.33691309465216
42.627,18.337124830238324
42.624,18.337334256214156
42.621,18.33754137542129
42.618,18.337746192974482
42.615,18.337948716265267
42.612,18.338148954963295
42.609,18.33834692101539
42.606,18.33854262864232
42.603,18.338736094333214
42.6,18.338927336837774
42.597,18.339116377156127
42.594,18.339303238526483
42.591,18.339487946410415
42.588,18.339670528476027
42.585,18.339851014578784
42.582,18.34002943674018
42.579,18.34020582912419
42.576,18.340380228011558
42.573,18.340552671771917
42.57,18.340723200833803
42.567,18.340891857652593
42.564,18.341058686676316
42.561,18.341223734309494
42.558,18.341387048874928
42.555,18.34154868057357
42.552,18.341708681442423
42.549,18.341867105310577
42.546,18.34202400775341
42.543,18.34217944604492
42.54,18.3423334791084
42.537,18.342486167465278
42.534,18.34263757318242
42.53,18.34278775981767
42.527,18.342936792363965
42.525,18.343084737191834
42.522,18.34323166199048
42.519,18.343377635707444
42.516,18.34352272848691
42.512,18.343667011606737
42.509,18.343810557414237
42.506,18.34395343926079
42.503,18.34409573143534
42.5,18.34423750909682
42.497,18.34437884820565
42.494,18.344519825454196
42.491,18.3446605181965
42.488,18.344801004377114
42.485,18.34494136245926
42.482,18.34508167135229
42.479,18.345222010338585
42.476,18.345362458999887
42.473,18.345503097143204
42.47,18.34564400472634
42.467,18.345785261783035
42.464,18.345926948347927
42.461,18.346069144381293
42.458,18.346211929693684
42.455,18.34635538387053
42.452,18.346499586196764
42.449,18.346644615581543
42.446,18.346790550483146
42.443,18.346937468834096
42.44,18.347085447966602
42.437,18.34723456453839
42.434,18.34738489445894
42.431,18.34753651281629
42.428,18.34768949380437
42.425,18.34784391065105
42.422,18.347999835546823
42.418,18.348157339574353
42.416,18.348316492638833
42.413,18.348477363399248
42.409,18.34864001920065
42.406,18.34880452600744
42.403,18.348970948337787
42.4,18.34913934919917
42.397,18.34930979002521
42.395,18.349482330613707
42.392,18.349657029066094
42.388,18.34983394172824
42.385,18.35001312313271
42.382,18.350194625942596
42.379,18.350378500896795
42.376,18.350564796757027
42.373,18.350753560256415
42.37,18.350944836049838
42.367,18.351138666666003
42.364,18.351335092461348
42.361,18.351534151575773
42.358,18.35173587989028
42.355,18.351940310986514
42.352,18.352147476108286
42.349,18.35235740412511
42.346,18.352570121497767
42.343,18.35278565224594
42.34,18.353004017917954
42.337,18.353225237562654
42.334,18.353449327703434
42.331,18.353676302314465
42.328,18.353906172799118
42.325,18.35413894797062
42.322,18.354374634034976
42.319,18.354613234576124
42.316,18.354854750543424
42.313,18.35509918024139
42.31,18.355346519321756
42.306,18.355596760777875
42.303,18.355849894941407
42.3,18.356105909481364
42.297,18.35636478940546
42.294,18.356626517063845
42.291,18.356891072155094
42.288,18.35715843173461
42.285,18.35742857022528
42.282,18.3577014594305
42.279,18.357977068549474
42.276,18.358255364194797
42.273,18.358536310412386
42.27,18.3588198687036
42.267,18.359105998049657
42.264,18.35939465493825
42.261,18.359685793392398
42.258,18.359979365001475
42.255,18.36027531895437
42.252,18.360573602074822
42.249,18.360874158858824
42.246,18.361176931514102
42.243,18.361481860001643
42.239,18.361788882079242
42.236,18.362097933346966
42.233,18.362408947294576
42.23,18.36272185535086
42.227,18.36303658693477
42.224,18.363353069508374
42.221,18.363671228631603
42.218,18.36399098801865
42.215,18.364312269596073
42.212,18.364634993562504
42.209,18.36495907844993
42.206,18.365284441186443
42.203,18.36561099716052
42.2,18.36593866028663
42.197,18.366267343072263
42.194,18.366596956686173
42.191,18.36692741102791
42.188,18.367258614798494
42.185,18.367590475572218
42.182,18.367922899869498
42.179,18.368255793230688
42.176,18.368589060290848
42.173,18.36892260485537
42.17,18.36925632997638
42.167,18.36959013802988
42.163,18.36992393079359
42.16,18.37025760952531
42.157,18.370591075041887
42.154,18.37092422779861
42.151,18.37125696796901
42.148,18.371589195524976
42.145,18.37192081031715
42.142,18.3722517121555
42.139,18.37258180088999
42.136,18.372910976491355
42.133,18.37323913913182
42.13,18.373566189265738
42.127,18.373892027710077
42.124,18.3742165557247
42.121,18.37453967509232
42.118,18.37486128819811
42.115,18.375181298108913
42.112,18.375499608651907
42.109,18.37581612449273
42.106,18.376130751212994
42.103,18.37644339538709
42.1,18.37675396465819
42.097,18.37706236781352
42.094,18.377368514858638
42.091,18.37767231709086
42.088,18.37797368717157
42.085,18.378272539197546
42.082,18.37856878877111
42.078,18.378862353069042
42.076,18.37915315091035
42.073,18.37944110282261
42.069,18.379726131107017
42.066,18.38000815990198
42.063,18.380287115245263
42.06,18.380562925134587
42.057,18.380835519586643
42.054,18.38110483069452
42.051,18.3813707926834
42.048,18.381633341964566
42.045,18.381892417187668
42.042,18.382147959291093
42.039,18.382399911550593
42.036,18.382648219625935
42.033,18.382892831605655
42.03,18.383133698049846
42.027,18.383370772030926
42.024,18.383604009172394
42.021,18.383833367685483
42.018,18.384058808403765
42.015,18.384280294815557
42.012,18.38449779309425
42.009,18.384711272126424
42.006,18.38492070353774
42.002,18.385126061716676
41.999,18.38532732383596
41.996,18.38552446987178
41.994,18.38571748262072
41.99,18.38590634771442
41.987,18.386091053631926
41.984,18.386271591709725
41.981,18.38644795614952
41.978,18.386620144023652
41.975,18.386788155278193
41.972,18.386951992733767
41.969,18.387111662084003
41.966,18.387267171891718
41.963,18.387418533582743
41.96,18.387565761437497
41.957,18.387708872580237
41.954,18.38784788696602
41.951,18.38798282736542
41.948,18.388113719346954
41.945,18.388240591257322
41.942,18.388363474199373
41.938,18.3884824020079
41.936,18.388597411223248
41.933,18.38870854106277
41.93,18.388815833390165
41.926,18.388919332682697
41.923,18.389019085996367
41.921,18.389115142929004
41.917,18.389207555581407
41.915,18.38929637851646
41.911,18.389381668716346
41.908,18.389463485537856
41.905,18.389541890665807
41.902,18.389616948064702
41.899,18.38968872392854
41.896,18.389757286628956
41.893,18.389822706661647
41.89,18.389885056591147
41.887,18.38994441099402
41.884,18.390000846400504
41.881,18.39005444123469
41.878,18.39010527575318
41.875,18.390153431982455
41.872,18.390198993654845
41.869,18.390242046143204
41.866,18.390282676394413
41.863,18.39032097286168
41.86,18.39035702543572
41.857,18.390390925374906
41.854,18.39042276523442
41.851,18.390452638794446
41.848,18.39048064098752
41.845,18.390506867825057
41.842,18.390531416323114
41.838,18.390554384427485
41.835,18.390575870938168
41.832,18.390595975433243
41.829,18.3906147981923
41.826,18.39063244011937
41.823,18.390649002665562
41.82,18.39066458775131
41.817,18.39067929768845
41.814,18.39069323510208
41.811,18.390706502852304
41.808,18.390719203955964
41.805,18.39073144150835
41.802,18.390743318605004
41.799,18.39075493826368
41.796,18.390766403346486
41.793,18.390777816482334
41.79,18.39078927998969
41.787,18.39080089579974
41.784,18.390812765379998
41.781,18.390824989658483
41.778,18.390837668948407
41.775,18.390850902873552
41.772,18.39086479029437
41.769,18.390879429234772
41.766,18.3908949168098
41.762,18.390911349154155
41.76,18.39092882135168
41.757,18.390947427365756
41.753,18.39096725997086
41.75,18.390988410685125
41.747,18.391010969704084
41.744,18.391035025835624
41.741,18.391060666436182
41.738,18.391087977348242
41.735,18.391117042839152
41.732,18.391147945541427
41.729,18.39118076639436
41.726,18.391215584587236
41.723,18.391252477504004
41.72,18.391291520669533
41.717,18.391332787697486
41.714,18.391376350239838
41.711,18.39142227793806
41.708,18.391470638376028
41.705,18.391521497034702
41.702,18.39157491724857
41.699,18.39163096016388
41.696,18.391689684698786
41.693,18.391751147505286
41.69,18.3918154029331
41.687,18.391882502995454
41.684,18.3919524973368
41.681,18.392025433202505
41.678,18.39210135541052
41.674,18.392180306325034
41.672,18.39226232583215
41.668,18.39234745131757
41.665,18.392435717646347
41.662,18.39252715714466
41.659,18.392621799583623
41.656,18.392719672165207
41.653,18.39282079951018
41.65,18.392925203648133
41.647,18.393032904009576
41.644,18.393143917420094
41.641,18.393258258096562
41.638,18.393375937645445
41.635,18.393496965063115
41.632,18.39362134673825
41.629,18.393749086456246
41.626,18.393880185405653
41.623,18.394014642186637
41.62,18.394152452821434
41.617,18.39429361076678
41.613,18.394438106928295
41.61,18.39458592967684
41.607,18.39473706486676
41.604,18.394891495856044
41.601,18.395049203528366
41.598,18.395210166316957
41.595,18.395374360230313
41.592,18.395541758879673
41.589,18.395712333508296
41.586,18.395886053022426
41.583,18.39606288402398
41.58,18.39624279084491
41.577,18.396425735583122
41.574,18.39661167814011
41.571,18.39680057626001
41.568,18.396992385570233
41.565,18.397187059623583
41.561,18.397384549941766
41.558,18.397584806060287
41.555,18.39778777557473
41.552,18.397993404188295
41.55,18.398201635760607
41.546,18.39841241235771
41.543,18.398625674303272
41.54,18.398841360230822
41.537,18.399059407137113
41.534,18.39927975043646
41.531,18.399502324016055
41.528,18.399727060292193
41.525,18.399953890267327
41.522,18.40018274358798
41.519,18.400413548603346
41.516,18.40064623242466
41.513,18.400880720985143
41.51,18.4011169391006
41.507,18.40135481053052
41.504,18.40159425803966
41.501,18.401835203460088
41.498,18.402077567753565
41.495,18.402321271074275
41.492,18.402566232831774
41.489,18.402812371754223
